City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,ahtari,62.554,24.0619,-3.95,96,100,2.07,FI,1736356697
361,gandarbal,34.2333,74.7833,-1.83,62,0,2.02,IN,1736356698
362,vizzini,37.1609,14.7497,10.69,86,16,2.01,IT,1736356699
363,maridi,4.9158,29.4742,26.99,21,92,1.34,SS,1736356700
364,camacupa,-12.0167,17.4833,21.45,71,64,1.1,AO,1736356701
365,kuta,-8.7233,115.1723,27.97,94,40,1.54,ID,1736356702
366,ceerigaabo,10.6162,47.368,15.98,56,16,2.14,SO,1736356703
367,tralee,52.2704,-9.7026,-0.86,93,0,0.0,IE,1736356705
368,colares,38.7992,-9.4469,17.41,83,75,3.6,PT,1736356707
369,trairi,-3.2778,-39.2689,30.62,58,100,5.33,BR,1736356541
370,masterton,-40.9597,175.6575,6.0,96,3,1.85,NZ,1736356709
371,vilyuysk,63.7553,121.6247,-28.11,98,84,1.56,RU,1736356710
372,shingu,33.7333,135.9833,2.15,78,91,2.83,JP,1736356424
373,smithers,54.7804,-127.1743,-1.82,100,100,1.03,CA,1736356713
374,iquique,-20.2208,-70.1431,20.92,74,99,1.17,CL,1736356714
375,constitucion,-35.3333,-72.4167,20.44,58,12,5.29,CL,1736356707
376,gisborne,-38.6533,178.0042,14.44,81,94,7.76,NZ,1736356716
377,sinabang,2.4803,96.3801,26.28,79,100,1.51,ID,1736356717
378,rio grande,-32.035,-52.0986,23.31,58,0,5.53,BR,1736356718
379,fisterra,42.9049,-9.2629,14.72,82,76,14.45,ES,1736356719
380,napier,-39.4833,176.9167,12.38,77,61,1.79,NZ,1736356460
381,smara,26.7384,-11.6719,25.22,13,38,2.76,EH,1736356722
382,gardnerville ranchos,38.8882,-119.7413,-0.34,81,0,0.45,US,1736356723
383,san juan de miraflores,-12.1629,-76.9635,21.29,77,99,4.26,PE,1736356724
384,portland,45.5234,-122.6762,6.99,80,75,2.06,US,1736356545
385,pangkalpinang,-2.1333,106.1333,25.92,87,98,2.54,ID,1736356726
386,wagenfeld,52.55,8.5833,2.32,92,93,3.38,DE,1736356727
387,lodja,-3.4833,23.4333,24.35,78,56,0.97,CD,1736356728
388,fortaleza,-3.7227,-38.5247,31.07,62,40,5.66,BR,1736356573
389,alotau,-10.3069,150.4462,24.46,97,99,3.03,PG,1736356731
390,fortuna,40.5982,-124.1573,4.51,100,0,4.63,US,1736356732
391,kurkino,53.4257,38.6582,2.01,99,100,4.89,RU,1736356733
392,nikolayevsk-on-amure,53.1406,140.73,-10.48,96,100,3.01,RU,1736356734
393,biltine,14.5333,20.9167,24.83,15,5,4.1,TD,1736356735
394,san patricio,28.017,-97.5169,6.97,45,100,6.35,US,1736356736
395,luau,-10.7073,22.2247,20.26,77,68,1.64,AO,1736356737
396,dryden,49.7833,-92.7503,-13.84,72,100,5.14,CA,1736356738
397,panacan,9.2463,118.4082,25.99,90,99,5.16,PH,1736356727
398,ancud,-41.8697,-73.8203,14.39,96,100,4.59,CL,1736356361
399,sept-iles,50.2001,-66.3821,4.29,74,75,6.17,CA,1736356608
400,adrar,20.5022,-10.0711,24.98,11,26,5.8,MR,1736356744
401,weno,7.4515,151.8468,28.45,67,100,9.6,FM,1736356745
402,olyokminsk,60.3736,120.4264,-36.25,100,68,0.63,RU,1736356746
403,qingdao,36.0986,120.3719,-5.22,54,0,4.0,CN,1736356749
404,tukrah,32.5341,20.5791,16.42,59,91,2.83,LY,1736356750
405,posto fiscal rolim de moura,-13.0833,-62.2667,27.58,87,100,1.77,BR,1736356751
406,hoi an,15.8794,108.335,21.98,85,84,1.0,VN,1736356752
407,dolores,-36.3132,-57.6792,32.27,22,5,6.44,AR,1736356753
408,remire-montjoly,4.9167,-52.2667,30.02,62,75,5.14,GF,1736356754
409,arbelaez,4.2725,-74.4151,24.27,75,88,2.32,CO,1736356755
410,lapseki,40.3442,26.6856,14.52,84,88,3.55,TR,1736356756
411,lerwick,60.1545,-1.1494,3.37,74,100,6.75,GB,1736356635
412,naze,28.3667,129.4833,11.51,58,33,5.18,JP,1736356759
413,woolgoolga,-30.1106,153.2007,18.93,83,42,1.62,AU,1736356598
414,dereli,40.7378,38.4493,8.53,55,84,3.23,TR,1736356761
415,nova sintra,14.8667,-24.7167,23.79,72,0,8.97,CV,1736356762
416,barah,13.7,30.3667,22.19,17,47,4.18,SD,1736356763
417,sechura,-5.5569,-80.8222,27.75,54,78,2.86,PE,1736356764
418,lebu,-37.6167,-73.65,18.75,65,0,5.53,CL,1736356765
419,palikir - national government center,6.9248,158.1611,27.33,78,84,8.49,FM,1736356766
420,prince rupert,54.3161,-130.3201,7.05,99,100,3.09,CA,1736356768
421,thunder bay,48.4001,-89.3168,-12.42,63,76,0.83,CA,1736356291
422,tura,25.5198,90.2201,13.39,57,0,1.63,IN,1736356770
423,shakawe,-18.3667,21.85,19.96,95,100,5.33,BW,1736356771
424,pingliang,35.5392,106.6861,-3.82,30,100,1.61,CN,1736356772
425,igrim,63.1906,64.4162,-25.06,100,26,0.86,RU,1736356773
426,akwatia,6.0402,-0.8088,34.08,32,32,2.16,GH,1736356490
427,taro,-8.3862,115.28,20.49,96,100,0.07,ID,1736357247
428,levuka,50.1834,-105.4011,-0.15,80,75,7.2,CA,1736357248
429,poyarkovo,49.6,128.6833,-15.49,89,100,4.75,RU,1736357249
430,strathalbyn,-35.2667,138.9,21.4,72,97,1.77,AU,1736357250
431,franceville,-1.6333,13.5836,26.25,83,75,1.16,GA,1736357251
432,polyarnyy,69.1989,33.4478,-16.02,94,80,2.62,RU,1736357252
433,chernyshevskiy,63.0128,112.4714,-29.39,99,98,1.48,RU,1736357255
434,panjakent,39.4952,67.6093,-0.75,79,12,0.99,TJ,1736357256
435,saint joseph,39.7686,-94.8466,-9.32,78,0,1.54,US,1736357085
436,hirara,24.8,125.2833,17.92,72,100,7.72,JP,1736357258
437,campbell river,50.0163,-125.2446,5.81,100,75,1.54,CA,1736357124
438,kolpashevo,58.3131,82.9089,-10.25,92,100,5.79,RU,1736357260
439,halifax,44.6453,-63.5724,-0.84,71,100,8.75,CA,1736356627
440,noamundi,22.15,85.5333,13.77,32,14,0.76,IN,1736357262
441,kiunga,-6.1219,141.2906,24.08,99,100,0.78,PG,1736357263
442,cartaya,37.2811,-7.1507,16.77,100,45,4.02,ES,1736357266
443,mthatha,-31.5889,28.7844,19.31,72,75,5.14,ZA,1736357267
444,cidreira,-30.1811,-50.2056,23.32,64,88,5.48,BR,1736357268
445,belmonte,-15.8631,-38.8828,27.64,69,99,4.14,BR,1736357270
446,bouca,6.5105,18.2733,29.09,15,98,1.54,CF,1736357271
447,cole harbour,44.6724,-63.4751,-1.69,71,100,8.75,CA,1736357273
448,swidwin,53.7746,15.7767,0.75,72,97,7.08,PL,1736357274
449,aykol,38.1751,77.2132,-0.48,47,83,1.0,CN,1736357275
450,koh kong,11.6175,102.9806,22.55,71,74,2.14,KH,1736357276
451,markovo,57.3206,107.0881,-27.66,99,18,1.06,RU,1736357278
452,margate,51.3813,1.3862,3.72,77,100,1.34,GB,1736357279
453,guanica,17.9716,-66.908,29.99,53,82,2.99,PR,1736357280
454,eagle point,42.4726,-122.8028,1.01,93,100,0.0,US,1736357282
455,komotini,41.1228,25.3964,11.7,92,100,1.35,GR,1736357283
456,novyy rogachik,48.6768,44.0608,3.5,90,94,6.14,RU,1736357284
457,khatima,28.9167,79.9667,12.19,63,1,1.75,IN,1736357285
458,broken hill,-31.95,141.4333,25.18,31,74,5.11,AU,1736357286
459,esmeralda,21.8525,-78.1169,24.73,52,48,3.98,CU,1736357287
460,fort drum,44.0584,-75.7619,-11.4,72,100,4.12,US,1736357288
461,kitimat,54.0524,-128.6534,4.14,100,100,0.96,CA,1736357052
462,puerto deseado,-47.7503,-65.8938,26.26,27,42,14.34,AR,1736357291
463,minas de marcona,-15.2119,-75.1103,21.99,58,100,6.02,PE,1736357292
464,yelizovo,53.1873,158.3805,-5.92,58,0,5.0,RU,1736357293
465,uzgen,40.7699,73.3007,-8.61,76,50,3.0,KG,1736357294
466,chadron,42.8294,-102.9999,-5.58,62,0,3.09,US,1736357295
467,ashland,40.8167,-82.2665,-4.43,90,98,5.28,US,1736357296
468,fale old settlement,-9.3852,-171.2468,28.46,66,100,7.42,TK,1736357297
469,ladario,-19.0047,-57.6017,33.16,52,20,2.57,BR,1736357299
470,bengkulu,-3.8004,102.2655,24.99,89,94,2.53,ID,1736357300
471,venkatagiri,13.9667,79.5833,20.35,86,0,0.36,IN,1736357301
472,haiku-pauwela,20.9219,-156.3051,21.25,79,0,6.69,US,1736357302
473,miguel ahumada,30.6167,-106.5167,1.92,24,70,9.79,MX,1736357303
474,nazyvayevsk,55.5698,71.3529,-15.56,92,66,3.61,RU,1736357304
475,vila velha,-20.3297,-40.2925,24.97,94,75,3.6,BR,1736357147
476,bubaque,11.2833,-15.8333,25.59,71,73,5.29,GW,1736357306
477,garissa,-0.4536,39.6401,31.66,33,80,2.44,KE,1736356758
478,shahdad kot,27.8477,67.9055,16.54,11,99,1.28,PK,1736357309
479,muang phonsavan,19.45,103.2167,9.68,99,14,1.35,LA,1736357310
480,fort bragg,35.139,-79.006,3.23,45,0,2.24,US,1736357311
481,mermoz boabab,14.7065,-17.4758,24.88,57,0,6.17,SN,1736357312
482,bam,29.106,58.357,11.46,24,98,2.66,IR,1736357313
483,ljusdal,61.8288,16.0913,-0.42,97,100,4.78,SE,1736357314
484,zhaotong,27.3167,103.7167,-2.27,97,99,2.67,CN,1736357315
485,luchegorsk,46.4764,134.2569,-19.02,97,100,1.67,RU,1736357317
486,nagqu,31.5,92.0,-11.2,24,72,1.83,CN,1736357319
487,banda aceh,5.5577,95.3222,26.13,81,85,1.43,ID,1736357320
488,bodo,67.28,14.405,-5.98,63,0,10.29,NO,1736357321
489,songea,-10.6833,35.65,22.64,78,75,1.54,TZ,1736357322
490,kapuskasing,49.4169,-82.4331,-22.95,64,0,3.6,CA,1736357323
491,santiago de chuco,-8.15,-78.1833,15.69,62,89,1.6,PE,1736357324
492,ta`u,-14.2336,-169.5144,28.4,77,100,10.95,AS,1736357325
493,fernan-nunez,37.6884,-4.7247,13.39,78,12,5.31,ES,1736357326
494,puerto madero,14.7208,-92.4215,31.11,55,0,0.0,MX,1736357327
495,midvagur,62.0511,-7.1939,2.46,64,75,9.77,FO,1736357329
496,iwanai,42.9744,140.5089,-3.62,82,100,8.9,JP,1736357330
497,olinda,-8.0089,-34.8553,29.85,62,20,5.14,BR,1736357331
498,lajere,11.9797,11.4443,25.72,17,25,4.48,NG,1736357332
499,nizhneudinsk,54.9076,99.0276,-12.61,95,100,1.13,RU,1736357333
500,kemalpasa,38.4262,27.4173,12.32,85,55,1.87,TR,1736357335
501,lionel town,17.8101,-77.2406,29.31,58,100,2.26,JM,1736357336
502,bardai,11.65,7.2333,25.88,16,46,4.14,NG,1736357338
503,tshabong,-26.05,22.45,31.08,6,70,5.89,BW,1736357339
504,kirakira,-10.4544,161.9205,26.47,88,56,2.21,SB,1736357340
505,nova olinda do norte,-3.8881,-59.0942,28.77,81,100,1.27,BR,1736357341
506,zonguldak,41.25,31.8333,9.81,64,10,1.91,TR,1736357343
507,white river,-25.3318,31.0117,21.53,88,20,2.06,ZA,1736357344
508,beyneu,45.3167,55.2,-1.83,70,7,8.2,KZ,1736357345
509,sao vicente,-23.9631,-46.3919,24.99,26,52,2.24,BR,1736357346
510,moundou,8.5667,16.0833,28.79,15,78,2.28,TD,1736357347
511,manaure,11.7751,-72.4445,29.53,62,35,3.92,CO,1736357348
512,nevel',56.0209,29.9284,0.01,92,99,4.45,RU,1736357349
513,mumbwa,-14.9783,27.0619,20.07,88,93,0.83,ZM,1736357350
514,tchintabaraden,15.8969,5.7985,26.05,14,100,4.09,NE,1736357352
515,junin de los andes,-39.9504,-71.0694,28.32,26,0,2.24,AR,1736357353
516,devonport,-41.1667,146.35,13.01,90,100,3.26,AU,1736357354
517,qarazhal,48.0078,70.7903,-21.03,93,9,2.2,KZ,1736357355
518,lockhart,28.6194,-81.4426,13.97,53,0,3.6,US,1736357356
519,port-saint-louis-du-rhone,43.3833,4.8,14.13,77,75,5.66,FR,1736357357
520,almazan,41.4865,-2.5309,6.86,82,98,8.08,ES,1736357358
521,tofol,5.3248,163.0078,28.3,71,26,6.15,FM,1736357359
522,nyandoma,61.669,40.1991,0.35,98,100,5.0,RU,1736357360
523,sisimiut,66.9395,-53.6735,-7.93,82,96,4.19,GL,1736357362
524,regina,50.4501,-104.6178,-0.94,78,75,6.71,CA,1736357098
525,port macquarie,-31.4333,152.9167,18.37,87,95,0.45,AU,1736357364
526,chos malal,-37.3781,-70.2709,32.23,9,0,2.33,AR,1736357366
527,san andres,12.5847,-81.7006,29.01,79,20,7.2,CO,1736357280
528,ad dawadimi,24.5077,44.3924,8.64,60,2,3.87,SA,1736357368
529,port sudan,19.6175,37.2164,23.74,60,49,6.68,SD,1736357369
530,alesund,62.4723,6.1549,0.42,80,75,3.6,NO,1736357370
531,hailar,49.2,119.7,-25.15,95,66,2.42,CN,1736357372
532,forster,-32.1667,152.5167,17.43,100,100,9.56,AU,1736357373
533,murzuq,25.9155,13.9184,14.61,40,0,4.63,LY,1736357374
534,garoowe,8.4054,48.4845,22.06,65,49,8.72,SO,1736357375
535,okhotsk,59.3833,143.3,-19.21,76,82,4.47,RU,1736357376
536,manavadar,21.5,70.1333,17.5,23,84,3.17,IN,1736357377
537,galliano,29.4422,-90.2992,6.49,51,98,4.45,US,1736357378
538,chonchi,-42.6128,-73.8092,17.29,89,100,1.8,CL,1736357381
539,rawson,-43.3002,-65.1023,31.16,35,0,5.14,AR,1736357382
540,enriquillo,17.9,-71.2333,27.34,69,23,3.73,DO,1736357383
541,bontang,0.1333,117.5,26.02,85,100,1.1,ID,1736357384
542,homeland park,34.4707,-82.6707,4.57,54,0,2.06,US,1736357385
543,pudasjarvi,65.3833,26.9167,-8.92,89,100,3.57,FI,1736357386
544,chibougamau,49.9168,-74.3659,-12.21,79,100,4.63,CA,1736357387
545,hengchun,22.0042,120.7439,19.88,76,96,5.31,TW,1736357389
546,yerofey pavlovich,53.9667,121.9667,-25.14,96,70,1.64,RU,1736357390
547,doral,25.8195,-80.3553,20.01,67,20,4.12,US,1736357391
548,jiran,24.3167,74.8833,13.22,31,12,2.05,IN,1736357392
549,santa luzia,-19.7697,-43.8514,29.19,62,40,2.57,BR,1736357394
550,baikonur,45.6167,63.3167,-8.36,73,4,3.59,KZ,1736357395
551,colonia,50.9333,6.95,4.98,83,40,2.06,DE,1736357396
552,nadarzyn,52.0944,20.8078,1.27,86,20,2.57,PL,1736357398
553,inari,68.906,27.0288,-21.63,100,100,1.19,FI,1736357314
554,teknaf,20.8624,92.3058,17.46,78,0,3.73,BD,1736357400
555,bandarbeyla,9.4942,50.8122,24.3,71,12,9.2,SO,1736357116
556,orchard mesa,39.043,-108.5523,0.03,54,0,4.12,US,1736357402
557,la mira tumbiscatio,18.6833,-102.2833,29.83,33,40,1.7,MX,1736357403
558,freetown,8.484,-13.2299,29.84,74,56,3.6,SL,1736357351
559,puyang chengguanzhen,35.7028,115.0053,-4.46,26,0,1.6,CN,1736357405
560,zomba,-15.386,35.3188,19.77,90,100,1.22,MW,1736357406
561,leh,34.1667,77.5833,-21.6,58,0,3.03,IN,1736357408
562,manhattan,40.7834,-73.9662,-1.1,42,20,12.86,US,1736357383
563,masingbi,8.7833,-11.95,34.8,17,53,1.04,SL,1736357410
564,filipstad,59.7124,14.1683,-9.43,100,96,1.18,SE,1736357115
565,mhangura,-16.8939,30.1683,19.03,94,97,0.28,ZW,1736357412
566,erechim,-27.6342,-52.2739,27.94,43,34,2.65,BR,1736357164
567,sao joao da barra,-21.6403,-41.0511,28.05,79,40,5.45,BR,1736357226
568,esperanza,19.5847,-70.9849,23.5,91,73,2.88,DO,1736357576
569,quang ngai,15.1167,108.8,19.43,93,83,2.06,VN,1736357578
570,yuriria,20.2,-101.15,21.39,39,52,2.2,MX,1736357579
